factid,yearid,locationid,topicid,questionid,stratificationid,datavalue,lowconfidence,highconfidence,samplesize
49888,3,29,PA,Q046,RACE2PLUS,36.6,24.1,51.3,130
49889,1,45,PA,Q045,FEMALE,27.5,25.9,29.2,7098
49890,1,20,PA,Q046,INC75PLUS,31.1,29.4,32.8,4517
49891,1,44,PA,Q047,INC75PLUS,14.1,12.1,16.2,1699
49892,4,20,PA,Q047,AGEYR4554,25.8,23.8,27.9,2260
49893,5,49,PA,Q043,AGEYR3544,52.8,50.0,55.5,1811
49894,3,29,OWS,Q037,MALE,41.9,39.2,44.6,2715
49895,4,38,OWS,Q036,FEMALE,29.5,27.2,31.8,4103
49896,5,9,PA,Q047,EDUCOGRAD,11.7,10.6,12.8,5006
49897,3,17,PA,Q043,INCLESS15,42.7,35.4,50.5,428
49898,1,29,OWS,Q037,INC75PLUS,39.1,35.1,43.3,999
49899,5,53,PA,Q043,INC3550,55.6,52.3,58.9,1811
49900,5,21,OWS,Q037,AGEYR3544,30.0,25.4,35.0,861
49901,1,50,PA,Q044,EDUHSGRAD,14.6,12.5,17.0,1911
49902,1,53,PA,Q044,AGEYR2534,20.4,17.2,24.0,1044
49903,3,24,PA,Q045,RACEWHT,30.7,29.2,32.3,7786
49904,3,1,PA,Q043,AGEYR65PLUS,47.3,44.5,50.1,2195
49905,5,25,PA,Q047,RACEHIS,43.1,38.3,48.1,641
49906,4,9,OWS,Q037,INC1525,35.8,31.3,40.6,791
49907,2,27,OWS,Q036,EDUHSGRAD,28.2,26.1,30.4,2840
49908,1,54,OWS,Q037,RACEHIS,39.0,23.9,56.5,60
49909,3,20,OWS,Q036,RACEASN,9.1,6.0,13.7,225
49910,5,45,PA,Q047,INC2535,31.9,28.0,36.0,1041
49911,1,22,PA,Q045,EDUCOGRAD,30.7,28.1,33.3,2705
49912,3,32,PA,Q044,OVERALL,23.9,21.7,26.2,4595
49913,3,31,PA,Q046,INCNR,29.0,25.0,33.3,1646
49914,5,4,OWS,Q037,INC1525,36.9,32.5,41.5,1040
49915,1,48,PA,Q044,AGEYR1824,28.5,23.6,34.0,540
49916,5,5,PA,Q046,AGEYR5564,15.2,12.3,18.8,1038
49917,2,30,PA,Q047,INCNR,21.3,18.0,25.0,941
49918,3,35,OWS,Q036,RACE2PLUS,30.9,17.3,48.8,105
49919,5,25,PA,Q043,AGEYR5564,52.0,48.6,55.4,1624
49920,4,55,PA,Q047,AGEYR5564,21.6,19.0,24.5,1678
49921,3,27,PA,Q046,FEMALE,29.5,27.5,31.5,7546
49922,4,27,PA,Q047,EDUCOGRAD,10.5,9.7,11.4,6429
49923,5,26,PA,Q045,RACEHIS,24.9,18.4,32.7,185
49924,5,37,OWS,Q036,INC3550,30.0,25.9,34.5,697
49925,3,51,PA,Q044,MALE,26.5,24.4,28.7,3065
49926,2,8,PA,Q047,AGEYR5564,17.5,15.7,19.4,2857
49927,3,5,PA,Q046,INC3550,19.2,15.0,24.2,601
49928,5,47,PA,Q046,AGEYR4554,27.9,23.9,32.3,869
49929,1,31,PA,Q047,RACEOTH,20.8,12.8,32.1,126
49930,5,42,PA,Q045,EDUHSGRAD,30.6,27.8,33.5,1647
49931,3,18,PA,Q044,EDUHSGRAD,13.3,11.7,15.1,3261
49932,1,2,PA,Q047,INC75PLUS,17.1,14.4,20.3,1108
49933,4,13,OWS,Q036,MALE,28.6,26.3,31.1,2337
49934,3,23,PA,Q046,RACEWHT,29.4,28.0,30.9,7268
49935,3,38,PA,Q043,INC2535,40.8,35.5,46.4,650
49936,5,39,PA,Q045,INCNR,33.4,29.6,37.5,1847
49937,1,8,PA,Q047,EDUHS,27.7,23.3,32.4,744
49938,2,34,PA,Q047,AGEYR4554,24.2,22.1,26.5,3065
49939,3,51,OWS,Q036,AGEYR2534,22.7,19.7,26.1,898
49940,4,54,PA,Q047,EDUHS,42.1,38.1,46.2,762
49941,2,27,OWS,Q036,RACEHIS,30.6,23.2,39.2,267
49942,1,27,OWS,Q037,EDUHS,32.7,28.2,37.7,632
49943,1,33,OWS,Q037,FEMALE,29.1,27.1,31.1,3535
49944,5,9,PA,Q047,RACEHIS,35.6,31.4,40.0,969
49945,2,19,OWS,Q036,AGEYR65PLUS,29.6,27.5,31.7,2395
49946,5,48,OWS,Q036,EDUCOGRAD,25.4,23.2,27.7,4790
49947,5,21,OWS,Q037,INCLESS15,28.7,23.4,34.5,931
49948,5,50,PA,Q043,EDUCOTEC,58.3,54.8,61.7,1369
49949,5,8,PA,Q043,RACEBLK,52.3,43.9,60.6,305
49950,5,20,PA,Q044,INC2535,16.5,14.4,18.8,1869
49951,4,54,OWS,Q037,MALE,39.3,37.0,41.6,2555
49952,2,41,PA,Q047,EDUHS,29.6,23.7,36.1,309
49953,5,35,PA,Q043,INC5075,63.9,58.8,68.7,789
49954,3,15,PA,Q043,RACEHIS,58.2,52.0,64.0,571
49955,1,26,PA,Q045,INCNR,37.0,32.9,41.4,1291
49956,4,33,OWS,Q037,EDUHSGRAD,36.3,33.0,39.7,1632
49957,5,50,PA,Q044,MALE,23.7,21.5,26.0,2487
49958,5,6,PA,Q046,EDUCOGRAD,39.4,37.5,41.3,4455
49959,1,55,PA,Q046,INCLESS15,21.1,14.4,29.9,341
49960,2,4,OWS,Q037,INC1525,36.6,32.0,41.5,1204
49961,5,24,PA,Q045,OVERALL,31.1,29.2,32.9,10728
49962,3,24,PA,Q046,RACEOTH,34.1,23.5,46.6,139
49963,3,4,PA,Q047,INC2535,22.5,16.3,30.1,447
49964,5,38,PA,Q045,AGEYR1824,28.1,22.1,35.0,237
49965,3,12,PA,Q043,INC1525,45.7,42.4,49.0,5469
49966,3,1,PA,Q046,INC3550,21.9,17.8,26.7,651
49967,3,37,OWS,Q037,OVERALL,36.7,35.3,38.2,8292
49968,1,40,OWS,Q036,RACE2PLUS,32.9,27.9,38.2,568
49969,2,26,OWS,Q036,AGEYR65PLUS,29.6,27.8,31.6,3447
49970,1,17,PA,Q044,AGEYR5564,18.8,15.5,22.5,1056
49971,3,24,PA,Q044,INC75PLUS,26.4,24.6,28.4,4134
49972,2,22,OWS,Q036,AGEYR4554,40.4,36.8,44.1,1487
49973,3,8,PA,Q045,INC2535,36.5,32.8,40.5,1102
49974,5,40,PA,Q045,INC3550,28.4,24.3,32.9,853
49975,1,6,OWS,Q037,EDUCOGRAD,35.6,34.0,37.2,6681
49976,1,40,PA,Q043,AGEYR2534,42.6,38.5,46.7,816
49977,1,16,PA,Q044,RACEHIS,27.7,19.9,37.1,231
49978,1,56,PA,Q046,INCLESS15,24.8,19.8,30.6,531
49979,5,55,OWS,Q036,INCLESS15,36.4,30.1,43.2,457
49980,4,48,PA,Q047,INC1525,35.7,32.5,39.0,2311
49981,2,23,PA,Q047,EDUCOTEC,18.6,16.9,20.3,2626
49982,5,29,OWS,Q036,INC1525,34.5,30.0,39.2,928
49983,3,31,OWS,Q037,OVERALL,35.9,34.7,37.1,16250
49984,2,54,OWS,Q036,AGEYR3544,39.6,35.5,43.8,659
49985,3,34,PA,Q047,INC1525,36.4,33.1,39.8,1612
49986,5,20,OWS,Q037,AGEYR4554,36.2,34.3,38.1,3294
49987,4,56,OWS,Q037,EDUCOGRAD,35.9,32.6,39.2,2061
49988,2,17,OWS,Q037,AGEYR5564,37.6,33.9,41.5,1126
49989,4,42,OWS,Q036,AGEYR2534,29.3,25.6,33.3,836
49990,1,39,PA,Q043,AGEYR3544,50.8,47.2,54.5,1201
49991,4,24,PA,Q047,INC2535,30.7,25.1,37.0,915
49992,2,5,PA,Q047,INCNR,36.9,32.4,41.7,873
49993,5,47,PA,Q047,EDUHS,46.6,40.4,52.9,583
49994,1,50,PA,Q046,AGEYR5564,25.2,23.0,27.6,1761
49995,3,27,OWS,Q036,INCLESS15,27.3,22.6,32.6,916
49996,5,33,OWS,Q037,RACE2PLUS,39.6,25.7,55.5,65
49997,2,51,OWS,Q036,RACE2PLUS,34.3,21.9,49.4,86
49998,3,27,PA,Q046,AGEYR4554,29.2,26.0,32.6,2425
49999,5,26,PA,Q047,RACE2PLUS,22.3,16.0,30.2,166
50000,4,42,PA,Q047,EDUCOGRAD,11.0,9.8,12.4,3571
50001,3,16,PA,Q043,INC5075,52.9,47.9,57.9,762
50002,1,26,PA,Q044,FEMALE,17.9,16.5,19.4,6190
50003,2,50,PA,Q047,EDUCOGRAD,7.6,6.5,8.9,2425
50004,1,21,PA,Q043,FEMALE,45.9,43.9,48.0,6297
50005,3,11,OWS,Q036,AGEYR65PLUS,23.8,20.9,26.9,1629
50006,2,33,PA,Q047,RACEOTH,25.1,12.6,43.9,51
50007,1,41,OWS,Q037,RACE2PLUS,33.8,28.3,39.7,454
50008,5,12,PA,Q045,EDUCOGRAD,37.7,35.5,40.0,3238
50009,1,56,PA,Q045,AGEYR1824,38.2,32.1,44.8,285
50010,3,18,PA,Q044,RACEHIS,12.9,9.1,18.0,280
50011,1,41,PA,Q046,INCNR,31.4,26.6,36.7,748
50012,1,17,PA,Q043,INC2535,47.6,41.2,54.1,532
50013,3,40,PA,Q047,AGEYR1824,23.3,18.7,28.5,354
50014,5,5,PA,Q045,AGEYR3544,19.8,15.0,25.7,385
50015,5,18,PA,Q046,AGEYR4554,23.0,19.7,26.8,842
50016,3,33,PA,Q047,EDUHS,39.2,31.4,47.5,285
50017,4,21,OWS,Q036,INC1525,35.2,31.6,39.1,1797
50018,2,22,OWS,Q036,AGEYR5564,39.6,36.5,42.7,2037
50019,3,1,PA,Q044,RACEBLK,17.2,14.4,20.4,1384
50020,1,32,PA,Q044,AGEYR65PLUS,17.8,14.9,21.2,1435
50021,3,25,PA,Q045,EDUHSGRAD,31.8,29.2,34.6,2982
50022,2,32,OWS,Q036,AGEYR4554,29.9,25.4,34.9,744
50023,4,30,OWS,Q037,AGEYR65PLUS,41.3,38.7,43.9,2693
50024,1,49,OWS,Q036,INC2535,26.5,23.0,30.4,1093
50025,1,49,PA,Q047,EDUHS,33.2,28.7,38.0,649
50026,3,2,PA,Q044,AGEYR5564,19.4,16.1,23.1,963
50027,1,35,OWS,Q036,INC75PLUS,22.0,19.5,24.6,1713
50028,2,40,OWS,Q037,INC2535,37.0,32.8,41.5,889
50029,3,37,PA,Q045,EDUCOTEC,29.5,27.0,32.1,2195
50030,1,4,OWS,Q036,FEMALE,25.8,22.9,29.0,3676
50031,4,27,PA,Q047,AGEYR5564,22.2,20.6,23.8,3658
50032,2,55,OWS,Q037,FEMALE,29.5,27.1,32.1,2767
50033,5,30,PA,Q046,AGEYR1824,46.2,39.2,53.3,280
50034,5,16,OWS,Q036,MALE,29.8,27.2,32.5,2420
50035,1,35,OWS,Q037,AGEYR65PLUS,38.5,36.3,40.7,2847
50036,1,36,OWS,Q036,RACEASN,9.9,6.2,15.4,245
50037,3,51,PA,Q045,RACEBLK,29.5,25.6,33.6,1035
50038,3,22,PA,Q045,INCLESS15,19.7,14.7,26.0,570
50039,5,37,OWS,Q037,INCNR,32.7,29.4,36.2,1085
50040,5,24,OWS,Q037,RACEBLK,34.7,31.0,38.5,2143
50041,5,31,OWS,Q036,INC2535,36.5,33.0,40.1,1774
50042,1,11,PA,Q045,INCNR,37.0,29.3,45.4,460
50043,3,5,PA,Q045,EDUCOGRAD,30.2,26.9,33.6,1255
50044,1,16,PA,Q043,AGEYR1824,61.1,53.6,68.2,227
50045,4,56,OWS,Q037,AGEYR2534,33.9,28.1,40.3,353
50046,1,38,PA,Q045,RACEWHT,26.5,24.9,28.2,4490
50047,1,15,OWS,Q037,AGEYR5564,35.2,32.2,38.3,1798
50048,3,20,PA,Q047,INCLESS15,33.1,30.3,36.0,1771
50049,3,4,PA,Q044,INC5075,18.8,14.3,24.3,480
50050,5,27,PA,Q044,EDUHS,17.6,13.6,22.5,537
50051,1,26,PA,Q045,EDUCOGRAD,34.9,32.8,37.1,3600
50052,5,29,PA,Q047,INC5075,24.8,20.9,29.2,890
50053,4,27,OWS,Q036,EDUHSGRAD,29.3,27.7,31.0,3803
50054,3,12,OWS,Q037,RACEASN,29.5,22.5,37.7,271
50055,5,37,PA,Q044,EDUHSGRAD,15.5,13.4,17.9,1605
50056,5,20,PA,Q044,EDUCOTEC,20.2,18.9,21.5,5734
50057,3,29,PA,Q044,AGEYR1824,23.2,18.1,29.3,330
50058,4,27,PA,Q047,INC5075,17.4,15.8,19.2,2618
50059,2,38,PA,Q047,INC2535,31.3,26.1,37.0,504
50060,5,10,OWS,Q037,RACEBLK,40.0,34.4,45.9,555
50061,3,42,OWS,Q037,INCLESS15,28.0,24.4,31.8,1148
50062,4,1,OWS,Q036,INC2535,35.4,30.3,40.7,776
50063,1,16,OWS,Q036,RACENAA,28.6,16.1,45.5,71
50064,5,42,OWS,Q037,EDUHSGRAD,35.4,32.6,38.3,1791
50065,5,33,PA,Q047,INC3550,22.9,19.1,27.2,738
50066,5,55,OWS,Q036,RACE2PLUS,33.0,19.0,50.8,64
50067,3,50,PA,Q045,FEMALE,38.7,36.5,40.9,3348
50068,4,6,OWS,Q037,AGEYR2534,34.0,30.8,37.4,1138
50069,3,47,PA,Q047,INC75PLUS,20.2,16.5,24.5,695
50070,2,27,OWS,Q037,EDUHS,36.0,30.7,41.6,534
50071,3,34,PA,Q047,EDUHSGRAD,32.6,30.2,35.0,3252
50072,3,31,PA,Q043,OVERALL,50.1,48.8,51.4,15730
50073,4,9,OWS,Q037,INC2535,35.4,29.9,41.3,533
50074,2,1,PA,Q047,EDUHSGRAD,30.9,28.5,33.3,2887
50075,3,51,PA,Q046,FEMALE,26.3,24.5,28.2,4508
50076,2,25,OWS,Q037,MALE,44.0,42.4,45.6,8322
50077,3,36,PA,Q047,INC5075,22.3,19.1,25.8,951
50078,2,28,OWS,Q036,AGEYR5564,39.8,36.8,42.8,1707
50079,1,17,PA,Q044,RACE2PLUS,18.6,9.1,34.3,54
50080,3,46,PA,Q044,AGEYR2534,21.4,17.4,26.0,804
50081,5,11,PA,Q045,RACEBLK,28.5,24.3,33.2,1460
50082,5,42,PA,Q047,INC3550,28.1,23.8,32.9,666
50083,5,1,OWS,Q036,FEMALE,36.4,34.4,38.4,4425
50084,2,50,OWS,Q037,AGEYR3544,40.0,35.7,44.4,675
50085,1,34,PA,Q044,AGEYR65PLUS,17.1,15.5,19.0,3831
50086,1,36,PA,Q045,EDUCOGRAD,35.4,33.3,37.7,2982
50087,3,49,PA,Q045,INC2535,31.5,28.1,35.2,1061
50088,5,8,OWS,Q037,EDUHSGRAD,35.3,32.7,38.1,2839
50089,2,11,OWS,Q036,AGEYR3544,23.3,18.5,28.9,503
50090,1,31,OWS,Q036,AGEYR5564,35.1,33.3,37.0,4989
50091,3,19,PA,Q046,RACEHIS,24.3,17.1,33.2,197
50092,5,51,PA,Q047,MALE,24.4,22.5,26.4,3387
50093,5,51,OWS,Q036,AGEYR2534,25.3,22.0,28.9,847
50094,4,8,OWS,Q037,AGEYR2534,35.0,31.9,38.1,1142
50095,3,13,OWS,Q037,EDUHSGRAD,34.6,31.9,37.4,2120
50096,5,29,OWS,Q037,MALE,39.2,36.8,41.7,2950
50097,1,38,PA,Q043,AGEYR3544,46.8,42.3,51.4,591
50098,5,18,PA,Q044,AGEYR2534,16.2,12.4,20.8,401
50099,4,5,OWS,Q036,INC5075,36.7,31.2,42.6,555
50100,3,46,PA,Q046,AGEYR1824,47.2,40.5,54.0,396
50101,1,8,PA,Q043,EDUCOTEC,62.8,60.4,65.1,3340
50102,5,27,PA,Q046,INC5075,30.9,28.6,33.2,2410
50103,3,45,PA,Q043,AGEYR5564,44.7,41.8,47.7,2168
50104,4,32,OWS,Q037,INC3550,33.6,27.0,40.8,445
50105,1,32,PA,Q046,AGEYR4554,28.7,23.8,34.1,893
50106,1,12,PA,Q045,EDUCOTEC,35.0,32.5,37.7,3021
50107,1,45,PA,Q047,EDUHS,38.9,35.3,42.6,1701
50108,4,37,OWS,Q037,EDUHS,37.8,33.7,42.0,770
50109,5,41,PA,Q047,EDUHS,32.2,25.4,39.8,236
50110,1,19,PA,Q044,INC1525,15.2,12.1,18.9,989
50111,3,40,PA,Q044,INC5075,17.2,14.3,20.6,1009
50112,1,19,OWS,Q037,AGEYR4554,36.7,33.6,39.9,1209
50113,5,17,PA,Q046,EDUHS,18.3,13.3,24.7,313
50114,2,39,OWS,Q037,AGEYR3544,33.9,30.8,37.1,1485
50115,5,18,OWS,Q037,AGEYR2534,34.8,29.4,40.6,416
50116,1,13,OWS,Q037,AGEYR5564,37.1,34.5,39.7,2206
50117,1,37,OWS,Q036,INC3550,30.0,26.3,34.0,1348
50118,2,26,PA,Q047,OVERALL,23.3,22.2,24.5,10490
50119,5,48,PA,Q046,RACE2PLUS,46.0,31.2,61.5,136
50120,5,4,OWS,Q036,RACEASN,8.5,4.0,17.3,125
50121,1,36,OWS,Q037,MALE,41.3,38.9,43.7,3025
50122,1,33,PA,Q047,MALE,23.0,20.8,25.4,2478
50123,4,22,OWS,Q037,INCNR,31.4,27.4,35.6,918
50124,2,5,OWS,Q036,RACEBLK,41.9,36.6,47.4,732
50125,5,40,PA,Q047,EDUHS,41.3,35.3,47.5,511
50126,3,2,PA,Q047,INC1525,26.4,20.8,32.9,492
50127,5,27,OWS,Q036,INC1525,31.1,28.2,34.1,1708
50128,5,22,PA,Q045,FEMALE,25.2,23.1,27.5,2469
50129,2,47,PA,Q047,INC5075,19.1,15.7,23.0,698
50130,2,48,OWS,Q036,INC75PLUS,24.3,21.9,26.9,2127
50131,5,6,PA,Q043,MALE,56.6,54.9,58.4,5108
50132,3,32,OWS,Q036,AGEYR2534,28.3,22.8,34.6,525
50133,5,18,PA,Q047,EDUHSGRAD,33.7,30.6,36.8,1837
50134,5,55,PA,Q046,AGEYR65PLUS,22.3,19.8,25.0,1764
50135,5,40,PA,Q045,AGEYR65PLUS,32.3,30.0,34.6,2575
50136,4,56,OWS,Q037,INCNR,33.1,27.9,38.8,965
50137,5,18,PA,Q044,EDUCOGRAD,22.5,20.0,25.2,1788
50138,4,48,OWS,Q037,RACEHIS,38.3,35.8,40.8,3558
50139,5,40,OWS,Q036,INC5075,33.6,29.3,38.2,827
50140,1,10,OWS,Q036,INC3550,32.3,26.9,38.1,598
50141,1,2,PA,Q045,INCLESS15,38.1,29.4,47.6,242
50142,3,56,PA,Q043,INCNR,47.7,42.4,53.0,768
50143,1,45,OWS,Q037,AGEYR1824,28.6,24.1,33.6,603
50144,1,41,OWS,Q037,MALE,40.8,38.3,43.4,2541
50145,3,42,PA,Q047,AGEYR65PLUS,36.7,34.6,38.9,3482
50146,3,49,OWS,Q037,OVERALL,35.0,33.9,36.1,12027
50147,2,25,OWS,Q036,INC2535,22.6,19.7,25.9,1673
50148,3,4,PA,Q047,INCLESS15,34.4,25.6,44.4,456
50149,1,1,OWS,Q036,AGEYR3544,35.5,31.6,39.6,865
50150,1,48,PA,Q043,RACENAA,43.6,29.5,58.8,100
50151,5,18,PA,Q043,INC1525,39.0,34.0,44.2,793
50152,5,17,PA,Q047,INCLESS15,37.6,31.6,44.1,429
50153,4,29,OWS,Q036,AGEYR4554,34.2,30.4,38.2,989
50154,3,29,PA,Q045,EDUCOGRAD,32.8,30.0,35.8,1903
50155,5,36,PA,Q044,INC75PLUS,26.1,24.1,28.1,3354
50156,5,16,PA,Q047,INC5075,17.2,14.2,20.7,851
50157,1,35,OWS,Q037,AGEYR2534,35.6,32.0,39.5,927
50158,2,32,OWS,Q036,EDUHS,31.2,25.4,37.5,398
50159,1,6,PA,Q044,RACENAA,27.5,18.9,38.1,144
50160,1,17,PA,Q047,FEMALE,26.9,24.8,29.2,3165
50161,3,2,OWS,Q036,AGEYR2534,28.1,23.3,33.4,614
50162,1,23,PA,Q044,AGEYR65PLUS,15.7,14.4,17.1,3918
50163,5,6,OWS,Q037,MALE,41.8,40.2,43.5,5741
50164,1,1,PA,Q044,INCNR,15.6,12.4,19.4,1250
50165,1,20,PA,Q045,OVERALL,26.4,25.6,27.3,19603
50166,2,32,OWS,Q036,INC2535,25.8,20.3,32.2,459
50167,5,6,PA,Q044,EDUCOGRAD,29.8,28.0,31.6,4375
50168,4,31,PA,Q047,AGEYR1824,14.9,12.4,17.9,1236
50169,1,49,OWS,Q037,INC3550,35.6,32.7,38.7,1678
50170,2,27,OWS,Q036,RACEASN,11.7,6.4,20.6,141
50171,1,9,PA,Q044,INC1525,16.6,12.6,21.5,714
50172,4,37,OWS,Q037,RACEWHT,36.9,35.2,38.6,4602
50173,1,8,PA,Q044,AGEYR5564,24.5,22.7,26.5,3039
50174,5,31,OWS,Q036,MALE,32.9,31.3,34.6,7323
50175,2,47,PA,Q047,AGEYR2534,20.5,16.9,24.7,641
50176,1,16,PA,Q045,EDUHS,27.7,21.9,34.5,386
50177,3,32,PA,Q045,RACE2PLUS,33.5,21.5,48.0,201
50178,1,10,PA,Q046,INC3550,33.4,27.6,39.9,608
50179,2,20,OWS,Q037,INC1525,33.7,30.6,37.0,1748
50180,4,18,OWS,Q036,AGEYR2534,32.0,28.4,35.8,798
50181,1,49,PA,Q047,RACEWHT,17.1,16.2,18.1,10738
50182,4,36,OWS,Q037,EDUHS,32.0,27.3,37.0,537
50183,3,2,PA,Q045,AGEYR2534,39.5,34.1,45.1,591
50184,3,53,PA,Q046,RACEBLK,30.2,22.7,39.0,190
50185,3,31,PA,Q047,INCLESS15,32.6,28.7,36.7,1435
50186,4,35,PA,Q047,RACEOTH,13.6,7.0,24.8,66
50187,2,48,OWS,Q036,OVERALL,29.2,27.9,30.6,8530
50188,3,13,PA,Q047,AGEYR2534,22.9,19.4,26.9,812
50189,5,18,PA,Q044,INCNR,12.7,9.3,16.9,707
50190,5,51,PA,Q045,AGEYR5564,34.1,31.2,37.1,1812
50191,5,42,PA,Q043,AGEYR1824,51.6,44.6,58.6,331
50192,3,23,PA,Q047,RACEWHT,23.1,21.9,24.4,7333
50193,5,26,PA,Q045,INC75PLUS,33.8,31.5,36.3,2277
50194,2,6,PA,Q047,EDUCOGRAD,12.0,10.7,13.3,5794
50195,5,55,OWS,Q037,EDUHS,43.0,35.6,50.7,326
50196,3,31,OWS,Q036,RACEASN,12.9,6.4,24.4,93
50197,3,25,OWS,Q037,RACE2PLUS,28.6,19.2,40.3,170
50198,1,15,PA,Q045,EDUHS,33.5,26.8,41.0,344
50199,2,11,OWS,Q036,AGEYR4554,31.0,26.0,36.6,610
50200,3,9,OWS,Q037,RACE2PLUS,29.8,16.6,47.5,65
50201,3,16,OWS,Q036,AGEYR2534,27.6,23.2,32.5,546
50202,1,30,PA,Q043,INCLESS15,49.8,45.0,54.6,1043
50203,3,17,PA,Q044,RACEASN,22.0,14.1,32.8,125
50204,3,35,PA,Q046,INCNR,33.3,28.2,38.8,892
50205,5,12,OWS,Q036,AGEYR5564,30.3,27.5,33.2,1755
50206,1,51,PA,Q043,INCNR,50.1,44.2,56.0,737
50207,1,2,PA,Q045,RACENAA,33.8,27.8,40.4,428
50208,2,1,PA,Q047,INC75PLUS,14.3,12.1,16.8,1446
50209,3,29,PA,Q047,AGEYR1824,22.9,17.9,28.7,343
50210,3,23,PA,Q045,OVERALL,35.5,34.1,37.0,7384
50211,4,45,PA,Q047,EDUHS,45.4,41.6,49.2,1284
50212,4,2,PA,Q047,AGEYR65PLUS,27.9,24.1,32.0,985
50213,1,35,PA,Q046,AGEYR2534,37.1,33.5,40.9,909
50214,1,28,PA,Q045,INC3550,20.9,17.9,24.2,936
50215,4,39,OWS,Q037,INC3550,35.5,31.6,39.5,1358
50216,1,22,OWS,Q036,EDUHS,36.3,32.5,40.3,1552
50217,2,5,OWS,Q036,OVERALL,34.5,32.7,36.4,4943
50218,2,42,OWS,Q037,AGEYR4554,37.2,34.8,39.6,3377
50219,1,21,OWS,Q037,RACENAA,25.2,10.6,48.8,57
50220,3,42,OWS,Q036,AGEYR5564,36.7,34.1,39.3,2382
50221,3,16,OWS,Q036,INC1525,32.1,27.6,37.0,911
50222,5,56,PA,Q044,INC3550,24.0,18.6,30.3,641
50223,1,40,PA,Q046,INC75PLUS,32.2,29.2,35.4,1541
50224,5,19,PA,Q047,INCNR,28.3,24.5,32.4,905
50225,2,25,PA,Q047,INC75PLUS,10.0,9.0,11.2,6336
50226,1,13,PA,Q046,INC1525,26.9,23.4,30.7,1585
50227,5,56,OWS,Q037,AGEYR5564,39.6,35.7,43.6,1193
50228,5,1,OWS,Q037,RACE2PLUS,33.7,21.9,48.0,75
50229,3,12,OWS,Q037,OVERALL,36.4,35.2,37.6,32552
50230,5,35,PA,Q044,RACEBLK,21.3,12.3,34.4,67
50231,5,35,OWS,Q037,AGEYR3544,34.2,29.4,39.4,673
50232,1,11,PA,Q043,EDUHS,46.0,37.5,54.7,253
50233,1,26,PA,Q045,RACEWHT,34.6,33.1,36.1,8277
50234,2,21,PA,Q047,AGEYR5564,35.3,32.5,38.1,2648
50235,5,53,PA,Q044,EDUCOGRAD,27.4,25.9,28.8,6224
50236,1,53,PA,Q047,AGEYR5564,23.3,21.2,25.6,3775
50237,5,17,PA,Q047,RACEASN,21.9,15.2,30.4,148
50238,1,17,PA,Q047,INC1525,32.8,28.2,37.8,850
50239,4,9,OWS,Q036,INCLESS15,34.0,28.7,39.7,505
50240,3,34,PA,Q045,INC5075,29.3,26.2,32.6,1533
50241,2,6,OWS,Q036,EDUCOGRAD,16.0,14.8,17.2,5869
50242,5,35,OWS,Q036,AGEYR4554,31.0,27.1,35.2,981
50243,5,12,PA,Q046,RACEHIS,29.8,26.3,33.6,1046
50244,5,20,OWS,Q036,INCLESS15,38.4,35.0,41.8,1325
50245,5,38,PA,Q045,AGEYR65PLUS,33.9,31.1,36.8,1575
50246,5,13,PA,Q045,EDUHSGRAD,28.0,24.6,31.7,1061
50247,4,51,PA,Q047,RACEBLK,29.7,26.6,32.9,1487
50248,1,38,OWS,Q036,OVERALL,27.8,26.3,29.4,4982
50249,2,5,OWS,Q036,INC5075,37.9,33.0,43.0,611
50250,5,40,PA,Q047,AGEYR4554,36.6,32.5,40.9,890
50251,5,9,OWS,Q037,INCNR,33.4,30.2,36.7,1818
50252,5,4,PA,Q047,EDUHS,34.9,29.6,40.7,509
50253,5,23,PA,Q047,AGEYR3544,20.9,17.7,24.7,877
50254,1,10,PA,Q045,RACEBLK,25.1,20.4,30.5,629
50255,1,23,PA,Q044,INC3550,19.4,17.0,22.1,1744
50256,3,23,OWS,Q037,INC2535,33.8,29.8,38.1,858
50257,1,41,PA,Q044,MALE,24.7,22.3,27.2,2255
50258,1,31,OWS,Q036,INC75PLUS,25.1,23.4,26.9,4855
50259,3,17,OWS,Q036,INCLESS15,32.1,25.8,39.2,464
50260,2,19,OWS,Q037,EDUHS,34.6,29.0,40.7,454
50261,3,34,PA,Q047,RACEOTH,32.8,23.2,43.9,200
50262,2,17,OWS,Q037,AGEYR3544,37.2,32.5,42.2,656
50263,1,26,PA,Q043,INC3550,55.6,51.8,59.2,1495
50264,3,37,PA,Q045,AGEYR3544,23.5,20.6,26.8,1081
50265,5,33,PA,Q045,AGEYR2534,34.7,29.2,40.6,383
50266,5,12,OWS,Q037,AGEYR65PLUS,40.2,38.1,42.3,4129
50267,5,21,PA,Q047,RACENAA,14.1,6.2,29.0,63
50268,1,5,PA,Q046,RACEWHT,23.8,21.6,26.2,3481
50269,3,20,PA,Q046,EDUHS,19.2,16.6,22.1,1439
50270,2,22,OWS,Q037,INC5075,40.6,36.0,45.4,932
50271,2,20,OWS,Q036,RACEHIS,35.9,30.1,42.0,396
50272,3,47,PA,Q046,INC75PLUS,26.5,22.5,31.0,691
50273,5,29,PA,Q047,AGEYR2534,18.8,15.4,22.8,634
50274,1,54,OWS,Q037,INCNR,33.9,29.6,38.5,748
